Id,Label,id_artista,popularidad,generos_musicales,genero,Grado,Intermediatez,Cercania,Grado,Intermediatez,Cercania
Enrique Munne,Enrique Munne,spotify:artist:6Vnefgbss04uxwyMyb8oYj,10,[],male,3,0.0007257926835265,0.2178419978011622,3,0.0007257926835265696,0.21784199780116223
José María Suñé,José María Suñé,spotify:artist:2IlZH76IZwmQdW6DkX0vns,0,[],male,1,0.0,0.1864999327685894,1,0.0,0.18649993276858948
Andres Falgas,Andres Falgas,spotify:artist:0xq84BBDX8aOGXSu4rOSaf,12,['Tango'],male,16,0.0,0.1864999327685894,16,0.0,0.18649993276858948
Mario Pomar,Mario Pomar,spotify:artist:1DrhDSTotX0eZ8JBb2zG1W,5,['Tango'],male,11,0.0,0.1770487618075057,11,0.0,0.17704876180750576
Alberto Podestá,Alberto Podestá,spotify:artist:6NaKJLakKOpxelAHi5MIaz,31,['Tango'],male,32,0.0001133207609597,0.1996545271340147,32,0.00011332076095978336,0.1996545271340147
Argentino Ledesma,Argentino Ledesma,spotify:artist:1mhrMqIzessJ8r38RW873s,23,['Tango'],male,21,0.0012990620626182,0.201277028007546,21,0.0012990620626182016,0.20127702800754607
Roberto Florio,Roberto Florio,spotify:artist:4MTTjcx5TlMpHYrM8gDk36,11,['Tango'],male,17,1.9579427027337692e-05,0.1776838329490135,17,1.9579427027337695e-05,0.17768383294901358
Fernando Diaz,Fernando Diaz,spotify:artist:75oSRxVbikihXrNZHlAGAU,14,[],male,101,0.0017603496472722,0.1785300553481786,101,0.0017603496472722603,0.17853005534817865
Ernesto Fama,Ernesto Fama,spotify:artist:0nRShN4m4GvQv1O4igorb6,16,['Tango'],male,263,0.0002166488766495,0.1820687844578629,263,0.0002166488766495244,0.18206878445786295
Rodolfo Galé,Rodolfo Galé,spotify:artist:2UpfX8nTk3srz60LrxjeXb,0,['Tango'],male,1,0.0,0.1770487618075057,1,0.0,0.17704876180750576
Horacio Cásares,Horacio Cásares,spotify:artist:4vlLWlxC3Fc8I9JWrIuxeW,6,[],male,2,0.0,0.1770487618075057,2,0.0,0.17704876180750576
Juan Carlos Thorry,Juan Carlos Thorry,spotify:artist:38yvzctumhO73RIf3cQ0oY,0,[],male,2,0.0,0.178829293450232,2,0.0,0.17882929345023207
Roberto Ray,Roberto Ray,spotify:artist:3BABTpsASueNEO8nCQc1sp,10,['Tango'],male,13,0.0,0.178829293450232,13,0.0,0.17882929345023207
Armando Garrido,Armando Garrido,spotify:artist:1DzuknPhhooUFAKIj5oyHq,0,[],male,5,0.0,0.178829293450232,5,0.0,0.17882929345023207
Héctor Pacheco,Héctor Pacheco,spotify:artist:0aAH7Q5ZlBMpZ1RZUMic2Y,10,['Tango'],male,5,0.0,0.178829293450232,5,0.0,0.17882929345023207
Hugo Marcel,Hugo Marcel,spotify:artist:1ZxwKLkmX22OSt1KFvNWF4,1,[],male,2,2.5537626545126612e-05,0.193606923506421,2,2.5537626545126615e-05,0.193606923506421
Agustin Magaldi,Agustin Magaldi,spotify:artist:2OvqTRWSLCJ9X0MwqvLBBB,21,['Tango'],male,10,6.96597628192198e-05,0.1789446523029286,10,6.96597628192198e-05,0.17894465230292866
Carlos Mayel,Carlos Mayel,spotify:artist:3vTXdR6M5OESm3oKSZx7pI,0,[],male,3,0.0,0.178829293450232,3,0.0,0.17882929345023207
Ricardo Ruiz,Ricardo Ruiz,spotify:artist:2xLqH2wmZlXGsqOcAVloeJ,11,['Tango'],male,3,4.0673833431364485e-05,0.1797097693703032,3,4.0673833431364485e-05,0.1797097693703032
Jorge Maciel,Jorge Maciel,spotify:artist:0aPjXjbggXuansgeLZH6K5,27,['Tango'],male,52,9.932093534624148e-05,0.1876099012579467,52,9.932093534624149e-05,0.18760990125794672
Alfredo Del Río,Alfredo Del Río,spotify:artist:7r49fNVRRrHXEJfzPK1xgJ,3,['Tango'],male,13,0.0,0.1739839438033115,13,0.0,0.17398394380331159
Tito Landó,Tito Landó,spotify:artist:0WEZ6QOB3jIUc17ACDmqmB,2,[],male,11,0.0,0.1739839438033115,11,0.0,0.17398394380331159
Carlos Almada,Carlos Almada,spotify:artist:2yvuzzqD0ugP1ZFqfGF5rj,0,[],male,6,0.0001469112549309,0.1761941056910569,6,0.00014691125493099198,0.17619410569105692
Luis Diaz,Luis Diaz,spotify:artist:5UDg2LXGDTsV8ddrVkw5qu,0,[],male,83,0.0005298031462583,0.1847608898361529,83,0.0005298031462583865,0.18476088983615294
Pedro Lauga,Pedro Lauga,spotify:artist:3DQ79hsHjzjpohYHnt7AIh,0,[],male,9,0.0,0.180083095299922,9,0.0,0.18008309529992209
Héctor Farrel,Héctor Farrel,spotify:artist:38yPKJXSXIVpKwwh1xPBGk,6,[],male,14,0.0,0.180083095299922,14,0.0,0.18008309529992209
Roberto Medina,Roberto Medina,spotify:artist:6gMhhYILbtEIT25798f3DK,0,[],male,3,0.0,0.180083095299922,3,0.0,0.18008309529992209
Orlando Verri,Orlando Verri,spotify:artist:432Nwj27diskiROeSg5QNO,0,[],male,3,0.0,0.180083095299922,3,0.0,0.18008309529992209
Roberto Quiroga,Roberto Quiroga,spotify:artist:4oo5SrlsFK8afaUrBmgxrt,0,['Tango'],male,1,0.0,0.180083095299922,1,0.0,0.18008309529992209
Agustín Volpe,Agustín Volpe,spotify:artist:725Uto8WzPnI0EzXd3ygQy,0,[],No se el género,4,0.0,0.180083095299922,4,0.0,0.18008309529992209
Felix Gutierrez,Felix Gutierrez,spotify:artist:7kjVCqC1wv528djpFfTfUy,2,[],male,20,0.0002456017928469,0.1840987523228033,20,0.0002456017928469646,0.1840987523228033
Lalo Martel,Lalo Martel,spotify:artist:4GWZtgG0hSR5IxkuZ2VoXx,16,[],male,14,0.0,0.1742024616930419,14,0.0,0.17420246169304196
Juan Carlos Godoy,Juan Carlos Godoy,spotify:artist:4GeamjMPVkQRRb9eNz5hNp,25,['Tango'],male,20,0.0,0.1742024616930419,20,0.0,0.17420246169304196
Principe Azul,Principe Azul,spotify:artist:6sZdVPMj367OgSzLSmYs6W,0,[],male,34,6.537505250040014e-06,0.1776838329490135,34,6.537505250040014e-06,0.17768383294901358
Dorita Davis,Dorita Davis,spotify:artist:2g0KT5CBLKxz6rfsG8P9HY,0,['Tango'],female,1,0.0,0.1769132653061224,1,0.0,0.17691326530612245
Carlos Vivan,Carlos Vivan,spotify:artist:1ja4cfeUN8uEUOBxKStuX7,3,[],male,102,0.0016326561809732,0.1831506668427307,102,0.0016326561809732346,0.18315066684273076
Roberto Diaz,Roberto Diaz,spotify:artist:1jPGifLx9Oq6lV7cLdohUj,0,[],male,12,0.0001022743864437,0.192719188550785,12,0.00010227438644371381,0.19271918855078504
Alberto Diale,Alberto Diale,spotify:artist:1qAq5axfV434rKmwJCS07J,0,[],male,5,0.0,0.1769132653061224,5,0.0,0.17691326530612245
Edgardo Donato,Edgardo Donato,spotify:artist:7oWmtaVcPDShJyXTGiiJH4,27,['Tango'],male,150,0.0069018031704383,0.185155519957282,150,0.006901803170438369,0.18515551995728208
Enrique Campos,Enrique Campos,spotify:artist:4qL4uotxXj9aVOBrjagloc,23,['Tango'],male,39,0.0,0.1809051780357375,39,0.0,0.18090517803573758
Roberto Videla,Roberto Videla,spotify:artist:23gAjXcAt3Lm6XmAbGUehV,2,[],male,1,0.0,0.1809051780357375,1,0.0,0.18090517803573758
Dante Amicarelli,Dante Amicarelli,spotify:artist:6D7YPXowOdPLiz53hIAwcx,1,"['Jazz', 'Tango']",male,8,0.0,0.1830539791474198,8,0.0,0.18305397914741983
Eduardo Arolas,Eduardo Arolas,spotify:artist:772w0Qxhu4Ehe7Hhm0pLQF,12,['Tango'],male,3,0.0005776036614022,0.2037309048178613,3,0.0005776036614022216,0.20373090481786135
Mario Demarco,Mario Demarco,spotify:artist:6ydDC8FnufYz1IAOhHCQ9c,1,[],male,1,0.0,0.1867007672634271,1,0.0,0.1867007672634271
Rafael del Bagno,Rafael del Bagno,spotify:artist:52Gg1Sb0FEdoKSrMfp86lR,2,[],male,1,0.0,0.1867007672634271,1,0.0,0.1867007672634271
Ernesto Rossi,Ernesto Rossi,spotify:artist:5JRBopHZI60pk0sj5ADwKx,0,[],male,1,0.0,0.1867007672634271,1,0.0,0.1867007672634271
Carlos Lazzari,Carlos Lazzari,spotify:artist:16WWc7shSyvnTUaL3cuHP2,0,['Tango'],male,2,0.0,0.1867259019924609,2,0.0,0.18672590199246095
Enrique Alessio,Enrique Alessio,spotify:artist:53qjNNhcdl4ByZq4GRLlv6,1,['Tango'],male,2,0.0,0.1867259019924609,2,0.0,0.18672590199246095
Armando Baliotti,Armando Baliotti,spotify:artist:7oMuMM6pfVBcwpEkeNFXfW,1,['Tango'],male,2,0.0,0.1867259019924609,2,0.0,0.18672590199246095
César Ginzo,César Ginzo,spotify:artist:7htWYqwmsGaVQ4nKtyFaVg,0,[],male,2,0.0,0.1867259019924609,2,0.0,0.18672590199246095
Abel Aznar,Abel Aznar,spotify:artist:4I6o18r2yZX6x96EHq8xNv,1,['Tango'],male,1,0.0,0.1867007672634271,1,0.0,0.1867007672634271
Adolfo Avilés,Adolfo Avilés,spotify:artist:2tuqSF8Qbga563zHTkLJC8,0,[],male,1,0.0,0.1867007672634271,1,0.0,0.1867007672634271
Antonio Sureda,Antonio Sureda,spotify:artist:2CSYF9svPCFu39IzEcaiVP,0,['Tango'],male,1,0.0,0.1867007672634271,1,0.0,0.1867007672634271
Francisco Pracánico,Francisco Pracánico,spotify:artist:2BHmQMnxovqQ0lxBYSU24U,1,['Tango'],male,1,0.0,0.1867007672634271,1,0.0,0.1867007672634271
Vicente Demarco,Vicente Demarco,spotify:artist:3797fgQcD7INf9WPO0LD1X,1,['Tango'],male,1,0.0,0.1867007672634271,1,0.0,0.1867007672634271
Juan Puey,Juan Puey,spotify:artist:3nuX50Yu7xVOUHsQPUsu02,0,['Tango'],male,1,0.0,0.1867007672634271,1,0.0,0.1867007672634271
Pedro Maffia,Pedro Maffia,spotify:artist:19bGTYqDTRma9hN1Sixxqs,4,['Tango'],male,6,0.000124324653697,0.2001731851638043,6,0.0001243246536970101,0.2001731851638043
Alfredo Belusi,Alfredo Belusi,spotify:artist:64Ni4gszhSPmQhN5zhzhKe,20,['Tango'],male,13,0.0001161222189653,0.1875338020551649,13,0.00011612221896539647,0.18753380205516496
Mario Alonso,Mario Alonso,spotify:artist:12UKKEtQXf31kDyU7XI1ul,5,[],male,33,0.0002341653867475,0.1897660418661923,33,0.0002341653867475644,0.18976604186619236
Alberto Moran,Alberto Moran,spotify:artist:4lvpIMYw8aODv8WAucdiDG,6,['Tango'],male,45,0.0,0.1991099626758541,45,0.0,0.19910996267585415
Carlos Guido,Carlos Guido,spotify:artist:6akddH0vllKYlLQRLUOO4r,0,[],male,1,0.0,0.1867007672634271,1,0.0,0.1867007672634271
Juan Carlos Cobos,Juan Carlos Cobos,spotify:artist:3dmmBZ1cMSkWXMSAU8W4Nl,2,[],male,6,0.0,0.1867007672634271,6,0.0,0.1867007672634271
Patricia Lasala,Patricia Lasala,spotify:artist:4rehpfWTqkztPVJRiSWjtw,0,[],female,1,0.0,0.1867007672634271,1,0.0,0.1867007672634271
Juan Carlos Zorzi,Juan Carlos Zorzi,spotify:artist:553dvTc6HebTrssqNv144k,0,[],male,1,0.0,0.1845150991086869,1,0.0,0.18451509910868696
Elias Khayat,Elias Khayat,spotify:artist:2TnlM3slrnauJQIgb5V7Dw,0,[],male,3,0.0,0.1845150991086869,3,0.0,0.18451509910868696
Andrés Spiller,Andrés Spiller,spotify:artist:0MLGuaTFuuTY6zmj0zCvBv,0,[],male,6,0.0,0.1845150991086869,6,0.0,0.18451509910868696
Mónica Cosachov,Mónica Cosachov,spotify:artist:78bzPkjHHdyBXZMhJOACG7,2,[],female,3,0.0,0.1845150991086869,3,0.0,0.18451509910868696
Enrique Norris,Enrique Norris,spotify:artist:6iDwhuz4HdwpPYeCj8BLQj,2,[],No se el género,3,0.0,0.172705765160005,3,0.0,0.172705765160005
Carlos Lastra,Carlos Lastra,spotify:artist:4znkFgopFhouIcNIuA4R1Y,0,[],male,13,0.0,0.1806930693069307,13,0.0,0.1806930693069307
Pablo Del Cerro,Pablo Del Cerro,spotify:artist:5ftTiLHN4OjUuSYwvxiYpQ,2,[],female,1,0.0,0.1973253663394508,1,0.0,0.19732536633945086
Abel Fleury,Abel Fleury,spotify:artist:6o6XZp3quMGzKOsR2xuqYJ,8,['Folklore'],male,4,0.0,0.1993388904857717,4,0.0,0.19933889048577177
Jose Luis Merlin,Jose Luis Merlin,spotify:artist:0xIHtmCYA99cFAAdYmz0hK,23,[],male,2,0.0,0.1973253663394508,2,0.0,0.19732536633945086
Roberto Calvo,Roberto Calvo,spotify:artist:63Ymu5y0cQyTmv23LtT5I0,5,[],male,2,0.0,0.1973253663394508,2,0.0,0.19732536633945086
Enrique Francini,Enrique Francini,spotify:artist:42ofZcQQnXuZkAwjBuVjFh,11,['Tango'],male,2,0.0,0.2101196788365399,2,0.0,0.21011967883653992
Nestor Fabian,Nestor Fabian,spotify:artist:4z7F1pSyGnl72PJfzctCCz,2,['Tango'],male,1,0.0,0.186751043489969,1,0.0,0.18675104348996904
Hugo Del Carril,Hugo Del Carril,spotify:artist:42piYricuUve61p8O67daU,23,['Tango'],male,44,0.0046232568267759,0.1908365437534397,44,0.004623256826775907,0.19083654375343972
Juan Carlos Casas,Juan Carlos Casas,spotify:artist:25ksT0SDxnuSq7giAlDqv1,8,['Tango'],male,5,0.0,0.1898439638653161,5,0.0,0.18984396386531618
Carlos Bermúdez,Carlos Bermúdez,spotify:artist:3XYAVBNCbiK8Fnxv1wjQQd,9,['Tango'],male,2,0.0,0.1898439638653161,2,0.0,0.18984396386531618
Martin Podesta,Martin Podesta,spotify:artist:1JUPChNpBZC8VsMYMpSBuC,9,[],male,3,0.0,0.1898439638653161,3,0.0,0.18984396386531618
Juanjo Mosalini,Juanjo Mosalini,spotify:artist:34xiQVKcwRzzl6AjjFiiNX,12,[],male,6,0.0044884382523151,0.1897660418661923,6,0.004488438252315177,0.18976604186619236
Karina,Karina,spotify:artist:1QZuAtDYNrk2QMogJulsyq,58,['Pop'],female,1,0.0,0.1641031708471367,1,0.0,0.16410317084713677
Grupo Cali,Grupo Cali,spotify:artist:4R5IzlNSizG1oT8Gs4HH6k,45,['Cumbia'],No se el género,2,0.000302108519203,0.2091690544412607,2,0.0003021085192030626,0.20916905444126074
Rudy,Rudy,spotify:artist:2em5rmbRdv6QPZZhU9zYVW,3,['Alternative'],female,1,0.0,0.1460153700389514,1,0.0,0.14601537003895146
Manu Martínez,Manu Martínez,spotify:artist:37P2y0CGo3jIcG0QIIJQfS,26,[],male,2,2.532308773375093e-05,0.1834413437376008,2,2.532308773375093e-05,0.18344134373760085
Chucky de Ípola,Chucky de Ípola,spotify:artist:4eSiaw1LHAoRyCSUrd9SvG,4,[],male,1,0.0,0.1703094302554027,1,0.0,0.17030943025540274
María Fernanda Aldana,María Fernanda Aldana,spotify:artist:01zNB3m5VtB1vpQllADiLY,8,"['Rock', 'Punk']",female,10,0.0,0.1488996242619431,10,0.0,0.14889962426194311
Ezequiel Araujo,Ezequiel Araujo,spotify:artist:2IaROUUX3a6Su8uRpfu8cf,3,[],No se el género,10,0.0,0.1488996242619431,10,0.0,0.14889962426194311
Sobrenadar,Sobrenadar,spotify:artist:5jLU38iTkXJNDjEddClnVK,10,['Electronica'],female,8,0.0079934562095679,0.1951322453573438,8,0.007993456209567934,0.19513224535734383
Flavio Etcheto,Flavio Etcheto,spotify:artist:3eggN2lF4MlJJHGajbkJqB,2,"['Electronica', 'Rock']",male,1,0.0,0.1606998030355694,1,0.0,0.16069980303556947
Flavius E.,Flavius E.,spotify:artist:6AKPRlinRlZlme2iHCnlyx,1,[],male,1,0.0,0.1606998030355694,1,0.0,0.16069980303556947
Carlos Shaw,Carlos Shaw,spotify:artist:5qLfac0gCgSMyFpuk2jzYi,10,['Electronica'],male,1,0.0,0.1606998030355694,1,0.0,0.16069980303556947
Lucas Martí,Lucas Martí,spotify:artist:4SjBX6jitXDJ7VUfIqeXfP,27,"['Pop', 'Rock', 'Alternative']",male,17,0.0068042514878778,0.2307436366661121,17,0.006804251487877847,0.23074363666611214
Willy Crook,Willy Crook,spotify:artist:0OdeZASgfypHefnghEjCAD,40,"['R&B', 'Rock', 'Alternative']",male,4,0.0007369904098371,0.2029855114883652,4,0.0007369904098371686,0.20298551148836527
Luis Sebastian,Luis Sebastian,spotify:artist:6TYdBum0bvnrJA48oN945Y,13,[],male,2,0.0,0.169705126636486,2,0.0,0.169705126636486
Rayos Láser,Rayos Láser,spotify:artist:3WGilHlQrv83h1CbF18BEs,44,"['Rock', 'Alternative']",No se el género,2,0.0003442795737524,0.1885279325812151,2,0.00034427957375245046,0.18852793258121517
Hernán Ortiz,Hernán Ortiz,spotify:artist:1IZiuvqUNOsi9upo9Xi1ke,20,[],male,1,0.0,0.1795934222452415,1,0.0,0.1795934222452415
Cigarra,Cigarra,spotify:artist:3S1wMIv2YD4f2xwjWvSLrA,2,[],No se el género,1,0.0,0.1607370494842971,1,0.0,0.16073704948429715
Poirier,Poirier,spotify:artist:5IpvS5ea4bymk3HpP1jVU4,34,['Alternative'],male,3,0.0014847764754405,0.1880168090009489,3,0.0014847764754405343,0.1880168090009489
La Yegros,La Yegros,spotify:artist:4TkLUhcEmk9Wod6RcEVAi7,42,"['Cumbia', 'Folklore', 'Alternative']",female,3,0.002509510284148,0.2169899874843554,3,0.002509510284148082,0.21698998748435544
Lulacruza,Lulacruza,spotify:artist:4Tdm58O53huKPT2480fzjE,27,['Folklore'],No se el género,3,7.956398933842542e-06,0.1804344998048653,3,7.956398933842542e-06,0.18043449980486537
Gaby Kerpel,Gaby Kerpel,spotify:artist:2cnT3zcI1uKvnT3n1JQnP4,11,['Folklore'],male,4,0.0,0.1824759900013156,4,0.0,0.18247599000131562
Pol Nada,Pol Nada,spotify:artist:1Dts5QEWhfTgrZvDBEdNUH,28,['Folklore'],No se el género,9,0.0032316366338278,0.1892998498703425,9,0.0032316366338278977,0.18929984987034257
Lauphan,Lauphan,spotify:artist:3WCISvz5htT0JUmdjsHj1I,15,"['Folklore', 'Alternative']",No se el género,4,0.001068484744548,0.1921584926572457,4,0.001068484744548032,0.19215849265724577
Blitto,Blitto,spotify:artist:3DtIFsDMaYSiEqBB7YUsMw,0,['Pop'],male,1,0.0,0.1878894608507179,1,0.0,0.18788946085071798
Guazú,Guazú,spotify:artist:0eW7AKarke8r1vuzD5x8vK,13,[],No se el género,3,8.458285897211926e-05,0.1880422993492407,3,8.458285897211926e-05,0.18804229934924077
Fantasma,Fantasma,spotify:artist:2gvMCuF5KEeoKHxpqKcB5A,14,['Alternative'],No se el género,1,0.0,0.1878894608507179,1,0.0,0.18788946085071798
Federico Estevez,Federico Estevez,spotify:artist:78wJyJntuNWAPG0FbN8k41,25,[],male,5,0.0029024170252084,0.1870028313334232,5,0.0029024170252084374,0.18700283133342321
Jin Yerei,Jin Yerei,spotify:artist:5A2XGov21od4rPuy5U5GaW,29,[],male,12,0.0020084535761128,0.1898699520876112,12,0.0020084535761128518,0.18986995208761123
Dat García,Dat García,spotify:artist:1AND4vmzzDNjlciR7kQMDR,0,[],female,3,8.60540540633937e-05,0.1890160806759335,3,8.60540540633937e-05,0.1890160806759335
Barda,Barda,spotify:artist:7rs7LuOnKkLjxj3Lr8J90k,20,['Folklore'],female,7,0.0001197031184817,0.1677754929236724,7,0.00011970311848178527,0.16777549292367244
Fernando Lamas,Fernando Lamas,spotify:artist:669DCQFyDP7rQwzBxuAhNi,2,[],male,1,0.0,0.159940036900369,1,0.0,0.159940036900369
Lagartijeando,Lagartijeando,spotify:artist:30tn7aO5EFnlClql7gPpGw,36,"['Cumbia', 'Folklore']",male,2,0.0001330918671494,0.1887331609742822,2,0.00013309186714940315,0.18873316097428222
Lucila Dominguez,Lucila Dominguez,spotify:artist:0rFTI8c61h6GlSNtyhhvQm,1,[],female,1,0.0,0.159940036900369,1,0.0,0.159940036900369
Germán Cohen,Germán Cohen,spotify:artist:3oZQSLGzE5YqJcd2OFtOhd,20,[],male,1,0.0,0.1601431705345803,1,0.0,0.1601431705345803
Le Freak Selector Remix,Le Freak Selector Remix,spotify:artist:7hRwLWnE6MCfRKKHqaxeQA,1,[],male,1,0.0,0.1757921419518377,1,0.0,0.17579214195183776
Aylu,Aylu,spotify:artist:1MDwlFKprZOcAzi83BF1VG,3,[],female,1,0.0,0.1757921419518377,1,0.0,0.17579214195183776
Fútbol,Fútbol,spotify:artist:3F4LyTOlwym0YQmYBlbAAf,11,"['Punk', 'Alternative']",No se el género,4,0.0,0.1568827055762922,4,0.0,0.15688270557629228
Germán Gómez,Germán Gómez,spotify:artist:5NrZwqCa1fWP7d2Aui6KDL,2,[],male,32,0.0038132855529951,0.2030746705710102,32,0.0038132855529951584,0.20307467057101025
Fabián Martín,Fabián Martín,spotify:artist:25d8eJE58a25kJdSvBrVgx,0,[],male,9,0.0,0.1569714803078316,9,0.0,0.1569714803078316
Tomy Sainz,Tomy Sainz,spotify:artist:07mfD3Txop0KJIEHoQRFZZ,7,[],male,2,0.0,0.1863746304756786,2,0.0,0.1863746304756786
María Luisa Anido,María Luisa Anido,spotify:artist:43nTjYYkBzfuRTZZZcswQx,7,[],female,27,3.1201157924124815e-05,0.1771618342061566,27,3.1201157924124815e-05,0.1771618342061566
Jorge Gomez Crespo,Jorge Gomez Crespo,spotify:artist:1ca0HI4CI39QHNeTUXTdyh,1,[],male,1,0.0,0.1735051288466349,1,0.0,0.17350512884663497
Antonio Sinopoli,Antonio Sinopoli,spotify:artist:2evX2sheBnvdSm86YbrLEe,1,[],male,2,0.0,0.1735919899874843,2,0.0,0.17359198998748435
Julio Martinez,Julio Martinez,spotify:artist:1wgF30FsiI6ZRL2hWDdgo0,2,[],male,4,0.0043217216973525,0.1736571929385251,4,0.004321721697352556,0.1736571929385251
Vicente Spina,Vicente Spina,spotify:artist:7Cfh1HFSVm5PwYKgwQMrGo,1,[],male,3,0.0003665627781161,0.1814020402825006,3,0.0003665627781161696,0.18140204028250065
Cayetano Alberto Silva,Cayetano Alberto Silva,spotify:artist:0QvQ6oQ8Q4lv2L9HQ2xA8l,1,[],No se el género,1,0.0,0.1735051288466349,1,0.0,0.17350512884663497
Pablo Despeyroux,Pablo Despeyroux,spotify:artist:5PIQKptSn7b9KGsMrK296N,28,[],No se el género,1,0.0,0.1735051288466349,1,0.0,0.17350512884663497
Cátulo Castillo,Cátulo Castillo,spotify:artist:6E0PW48iIV7Aze5yKmQYdO,3,['Tango'],male,3,1.6732337883909218e-05,0.1680193821926105,3,1.6732337883909218e-05,0.16801938219261053
Azucena Maizani,Azucena Maizani,spotify:artist:0B2RE6SzZ4QsCRkl1nMz1n,10,['Tango'],female,14,0.0001668881107566,0.1841720887000398,14,0.00016688811075669902,0.18417208870003984
Oscar Ferrari,Oscar Ferrari,spotify:artist:19L86mqeexMu7eTMRtkLOK,7,['Tango'],male,6,1.2685816469871877e-05,0.1842944459208078,6,1.2685816469871875e-05,0.18429444592080788
Roberto Arrieta,Roberto Arrieta,spotify:artist:31cxtM1T6KnzwJtPogFFPy,5,['Tango'],male,7,0.0,0.1725338972509018,7,0.0,0.17253389725090185
Oscar Bassil,Oscar Bassil,spotify:artist:5Aq804I8eJnvmGdb2LXOex,1,[],male,3,0.0,0.1732667083073079,3,0.0,0.17326670830730792
Roberto Maida,Roberto Maida,spotify:artist:6OiarJpZWTn6cj4oTlsFY7,21,['Tango'],male,221,0.0048972195412895,0.1852544410311206,221,0.004897219541289547,0.1852544410311206
Ada Falcón,Ada Falcón,spotify:artist:1bshphZh29CbPD7uyWxxk3,19,['Tango'],female,41,0.0,0.1768681458811527,41,0.0,0.17686814588115277
Agustín Irusta,Agustín Irusta,spotify:artist:1QzkpIrrMhBwTa1eb7o9XD,20,['Tango'],male,83,0.0048046023629859,0.2178762174049638,83,0.004804602362985972,0.21787621740496388
Guillermo Coral,Guillermo Coral,spotify:artist:74838HLaXN8NuHDMvLWSvr,1,[],male,25,0.0,0.1768681458811527,25,0.0,0.17686814588115277
Juan Carlos Rolón,Juan Carlos Rolón,spotify:artist:60hXPmy0oIbJS7WMff4Qwt,5,[],male,26,0.0,0.1768681458811527,26,0.0,0.17686814588115277
Tita Merello,Tita Merello,spotify:artist:7r4Bb7uhP2AhJ4qlRp2vgP,33,['Tango'],female,12,0.000741198970825,0.199024250251112,12,0.0007411989708250932,0.19902425025111206
Guillermo Rico,Guillermo Rico,spotify:artist:2JOchnHwV5V1qloXRgVpud,2,[],male,6,0.0,0.1768681458811527,6,0.0,0.17686814588115277
Francisco Amor,Francisco Amor,spotify:artist:4fm9akHwCFjHjXglEsVWIV,3,['Tango'],male,44,0.0,0.1768681458811527,44,0.0,0.17686814588115277
Isabel De Grana,Isabel De Grana,spotify:artist:0o7Dky9pH9z4b224MAYuMl,0,[],female,6,0.0,0.1768681458811527,6,0.0,0.17686814588115277
Eduardo Adrian,Eduardo Adrian,spotify:artist:1pjwakZfVvdH6AQRDeajHJ,0,[],male,35,0.0,0.1768681458811527,35,0.0,0.17686814588115277
Chola Luna,Chola Luna,spotify:artist:0LgjjqnWgxcUr286KxOYHm,0,['Tango'],female,2,0.0,0.1768681458811527,2,0.0,0.17686814588115277
Antonio Buglione,Antonio Buglione,spotify:artist:6manifFmJM9Q8E2hpE3AGE,0,[],male,3,0.0007956926471537,0.2036710719530103,3,0.0007956926471537338,0.2036710719530103
Virginia Lago,Virginia Lago,spotify:artist:2KtLoZBIwE7htFdbCRC1x3,0,[],female,1,0.0,0.1718072587637805,1,0.0,0.1718072587637805
Mercedes Simone,Mercedes Simone,spotify:artist:3MqKTtxz6LzNrRJugeYh8W,17,['Tango'],female,13,0.0006939530168794,0.1816158177294749,13,0.0006939530168794225,0.18161581772947494
Jorge Omar,Jorge Omar,spotify:artist:4QgsTb2rZLggRDc7CITcRa,17,['Tango'],male,76,0.0,0.1515184618745903,76,0.0,0.15151846187459034
Amilcar Nadal,Amilcar Nadal,spotify:artist:7cN0yTuilvxUpDhMbhYH2d,25,[],male,2,0.0001503597226583,0.1656317172199665,2,0.00015035972265839786,0.16563171721996656
Fabián Miodownik,Fabián Miodownik,spotify:artist:0id6cJE1cdObojEVJ8K5ym,20,[],male,10,0.0,0.1699754901960784,10,0.0,0.16997549019607844
Leo Sujatovich,Leo Sujatovich,spotify:artist:0hWjZCTpX1KV23BFzNcjan,7,"['Jazz', 'Tango', 'Rock']",male,50,0.0014419610670511,0.2049955660656222,50,0.0014419610670511895,0.20499556606562222
Sandra Luna,Sandra Luna,spotify:artist:3uKW50V1MTGnMro4uw8f5x,19,['Tango'],female,4,0.0014419610670511,0.2049955660656222,4,0.0014419610670511895,0.20499556606562222
Juan Carlos Cobian,Juan Carlos Cobian,spotify:artist:17YpYoOTu119Q8aFXjLbR3,1,['Tango'],male,5,0.0002249469267318,0.2129260055265582,5,0.00022494692673188154,0.2129260055265582
Pedro Datta,Pedro Datta,spotify:artist:7kLRu397STrWbg3Hqjq3d3,0,[],male,1,0.0,0.1972131380634153,1,0.0,0.19721313806341534
Daniel Falasca,Daniel Falasca,spotify:artist:32OdpAWXjVkU1U8uTDhTha,0,['Tango'],male,3,0.0,0.1972131380634153,3,0.0,0.19721313806341534
Vicente Greco,Vicente Greco,spotify:artist:7LpW8b0EBZV35cxLZ0iqNO,2,['Tango'],male,1,0.0,0.1972131380634153,1,0.0,0.19721313806341534
Horacio Pozzo,Horacio Pozzo,spotify:artist:5ZlaFjUgzJk3WTNZi8p2Gi,0,[],male,2,0.0,0.1654144305307096,2,0.0,0.1654144305307096
