Id,Label,timeset,id_artista,popularidad,generos_musicales,genero,louvain,infomap,modularity_class
Adolfo Carabelli,Adolfo Carabelli,,spotify:artist:6qkvtGC8RSNYi1OL50QeMk,11,"['Jazz', 'Tango']",male,23,6,8
Guillermo Barbieri,Guillermo Barbieri,,spotify:artist:0wwrK7Mpp9j2jsHqEklA1U,1,['Tango'],male,23,6,1
Jose Ricardo,Jose Ricardo,,spotify:artist:6NGmCwCHeDBYop8iUxuaHG,0,[],male,23,6,1
Francisco Canaro,Francisco Canaro,,spotify:artist:2maQMqxNnlRrBrS1oAsrX9,35,['Tango'],male,-1,13,14
Osmar Maderna,Osmar Maderna,,spotify:artist:1uhe0qoW3jObTpGFTcIEc7,17,['Tango'],male,23,6,1
Marcelo Álvarez,Marcelo Álvarez,,spotify:artist:5c8mByQu4Mk7JBWhxgGtlX,13,['Clasico'],male,23,6,1
Olga Alba Barreto,Olga Alba Barreto,,spotify:artist:34H09XgpX8Y5lNq3Ab3DQj,0,[],NA,23,6,1
Raul Garello,Raul Garello,,spotify:artist:1VURQTVc0y9vdnSWMhWnYu,10,['Tango'],male,23,298,1
Julio Martel,Julio Martel,,spotify:artist:69iWLqJq6ejA24aUZieSZo,26,['Tango'],male,14,6,8
Oscar Larroca,Oscar Larroca,,spotify:artist:4TGsXIntcGStdQyNQCIniQ,29,['Tango'],male,14,6,8
Buenos Aires Jazz Fusión,Buenos Aires Jazz Fusión,,spotify:artist:5WkNpxBJwdpuRQ5dHtm6yV,0,[],NA,6,106,5
Roberto Diaz Velado,Roberto Diaz Velado,,spotify:artist:0G4tRT4eRJ0nJp8AVsccMI,1,[],male,2,80,13
Pablo Molina,Pablo Molina,,spotify:artist:1PoD7Jl0frSiDWXY5Qt0fB,32,['Reggae'],male,2,137,13
Fernando Albareda,Fernando Albareda,,spotify:artist:7i1IHNIYGFQTlmpl7J90qP,0,[],male,2,80,13
Micaela Chauque,Micaela Chauque,,spotify:artist:6kXy0aOhcZi7ee7NIQmKFX,19,['Folklore'],female,2,78,13
Americo Belloto,Americo Belloto,,spotify:artist:4GXUQib0hca7HZuASToGmq,6,[],male,2,80,13
Juan Ignacio Sueyro,Juan Ignacio Sueyro,,spotify:artist:39Ak02Gh3WgYNdvlovjqpJ,0,[],male,3,31,7
Nicolás Enrich,Nicolás Enrich,,spotify:artist:2o0lt2fIeC0GqqqEqEBje0,2,[],male,3,31,7
Daniel Maza,Daniel Maza,,spotify:artist:5TI8IZa6vgPAcb8wuMZfN7,26,['Jazz'],male,5,299,7
Escalandrum,Escalandrum,,spotify:artist:3QZEbpYuO36TVmqHEbxpkZ,19,['Jazz'],NA,3,300,6
Tango Negro Trio,Tango Negro Trio,,spotify:artist:7LryQ2tTP3oJ4sqKGb1XEC,17,['Tango'],NA,2,274,6
Franco Ramirez,Franco Ramirez,,spotify:artist:3wtmjgdgUKVK3tonnKSh9a,28,['Folklore'],male,2,120,6
Facundo Gimenez,Facundo Gimenez,,spotify:artist:4chtvevsOwC1gy8kHdNAeG,1,[],male,2,120,6
Juan Esteban Cuacci,Juan Esteban Cuacci,,spotify:artist:2MAbPufKz41fz0iFvcFmGP,10,['Tango'],male,15,1,7
Osvaldo Berlingieri,Osvaldo Berlingieri,,spotify:artist:6ZCEriaoNM29iADfHMGNHX,1,['Tango'],male,15,30,1
Guillermo Fernández,Guillermo Fernández,,spotify:artist:6xfmmECT5pVOvnCeXt6saI,12,[],male,15,31,7
Marcelo Nisinman,Marcelo Nisinman,,spotify:artist:5tfniwIvolU1ekmwVaDgUT,3,[],male,13,10,1
Christian Zárate,Christian Zárate,,spotify:artist:0vStKEWgyh5Zde2cVW3Vkw,0,[],male,15,30,7
Horacio Romo,Horacio Romo,,spotify:artist:6ArcXkBCCZaU7y3Vlgd92E,4,[],male,3,86,13
Tito Losavio,Tito Losavio,,spotify:artist:41H3YL5GbiPWJ3OluCZvn4,3,"['Pop', 'Rock']",male,2,275,6
Zaida Saiace,Zaida Saiace,,spotify:artist:6mRCTsGXWohbxRHA2P0kvQ,0,[],female,4,58,6
Pablo Green,Pablo Green,,spotify:artist:1WUyXFyGvDeRfUqvPYbdgY,0,[],male,6,132,5
Gillespi,Gillespi,,spotify:artist:0lTOO8myl6VcmOP43pbuVb,31,"['Jazz', 'Rock']",male,5,128,13
Sergio Aranda,Sergio Aranda,,spotify:artist:13hURQTnYpyln73wOwT0cV,0,[],male,3,121,5
Fernando Gelbard,Fernando Gelbard,,spotify:artist:2su6TFhMEfmKwuvKsnVsGK,2,[],NA,6,130,5
Pocho Lapouble,Pocho Lapouble,,spotify:artist:2ROeRcXLXw8Ic9SEZOyw0T,1,['Jazz'],male,6,129,5
Lucía Boffo,Lucía Boffo,,spotify:artist:4okRwzOTkHW7n6373ZvZOV,8,[],female,18,85,2
Gustavo Musso,Gustavo Musso,,spotify:artist:4OyrnRvPB0hgGlAE0LGr0i,1,['Jazz'],male,18,85,2
Cecilia Zabala,Cecilia Zabala,,spotify:artist:6eqOpzqZRWWVxv31nYX3Ku,5,['Folklore'],NA,18,85,2
Liliana Rodriguez,Liliana Rodriguez,,spotify:artist:5x91kr7sHnbGC8JaPT3ZSu,1,[],female,20,190,6
Javier Hinojosa,Javier Hinojosa,,spotify:artist:2qffkq944KRDcs4st4tqmk,0,[],male,20,190,6
Lilián Saba,Lilián Saba,,spotify:artist:2gAD59G4XLst9KbnHVD3Jo,10,"['Jazz', 'Tango', 'Chamame']",female,4,61,2
Hernán Lucero,Hernán Lucero,,spotify:artist:001b4VR8r9cFgS3vKTkTXs,9,[],male,1,276,6
Karamelo Santo,Karamelo Santo,,spotify:artist:609ifGTYnL9iOfPI5KIzq1,36,"['Folklore', 'Rock', 'Punk', 'Alternative']",NA,2,17,13
Lovorne,Lovorne,,spotify:artist:1HJyorSX0NYIkc2Vp0U8y6,18,['Metal'],NA,1,169,6
Vivencia,Vivencia,,spotify:artist:65IXQZtLc1OfW8H9YxRFwY,22,['Rock'],NA,3,170,5
Fede Toledo,Fede Toledo,,spotify:artist:6piQwNfaoxQBj6katm77rF,6,['Folklore'],male,3,277,5
"Miguel ""Maikel"" de luna campos","Miguel ""Maikel"" de luna campos",,spotify:artist:7tfLCIPwrDXAqnG2kuQQ9M,8,[],male,1,123,6
Leo Villagra,Leo Villagra,,spotify:artist:3ycKrdRHFlTCN9kOGtFzJL,3,[],NA,20,301,5
Waldo De Los Rios Y Su Orquesta,Waldo De Los Rios Y Su Orquesta,,spotify:artist:150ZSy8q8QpfBMpRdbwMkN,14,[],male,6,82,5
Florencia Ruiz,Florencia Ruiz,,spotify:artist:2LpUM08iUKWPGOc1qoWMBt,9,[],female,18,30,6
Sergio Mihanovich,Sergio Mihanovich,,spotify:artist:2hPO6aP9HU0QsxpqYqNNCY,6,['Jazz'],male,12,289,5
Ezequiel Dutil,Ezequiel Dutil,,spotify:artist:4Uk7IbNNwUXxEuE1j4OUV5,0,[],male,6,192,5
Rodrigo Reparaz,Rodrigo Reparaz,,spotify:artist:7x9F455LEsi4uYT86T5u01,0,[],male,6,192,5
Elena Roger,Elena Roger,,spotify:artist:3i3ZiJGsP5tkz69ad7Mbie,30,[],female,1,300,6
Chizzo Napoli,Chizzo Napoli,,spotify:artist:2qmC2VNLa1YWpVBKKIoOSR,3,[],male,1,38,6
Mery Granados,Mery Granados,,spotify:artist:0aJgv15DVDKvr0yWb5BzP1,40,['Pop'],female,1,25,6
Gabriel Pedernera,Gabriel Pedernera,,spotify:artist:1I7I2jfVn3KvuAi49h01Gr,2,[],male,1,26,6
Nicolás Pauls,Nicolás Pauls,,spotify:artist:4MBkJeYHk9BrXweGoyuT94,3,[],male,18,60,6
Fernando,Fernando,,spotify:artist:2Qw51ZLllblaJ5rG1n1uDz,14,[],male,3,86,13
Joaquín Mora,Joaquín Mora,,spotify:artist:1egHMzg1ZA4mmy8tEkvWlu,1,['Tango'],male,6,125,5
Eduardo Lagos,Eduardo Lagos,,spotify:artist:5xQYGNmnIiV7verfzMo8Vo,12,[],male,6,125,5
Victoria Diaz,Victoria Diaz,,spotify:artist:0kEZzMtFu8S1Aw42xEh8Mc,1,[],NA,6,302,5
Horacio Lavandera,Horacio Lavandera,,spotify:artist:6InVsS0LwuWOaxHomvrb4i,6,[],male,26,303,1
Jose Pascual,Jose Pascual,,spotify:artist:30vzYEXtd0A2YavGMHvm6f,0,[],male,13,10,1
José Maria Saluzzi,José Maria Saluzzi,,spotify:artist:1RqTs0wVgedlrmrMWnfaVb,2,[],NA,13,10,1
Osvaldo Avena,Osvaldo Avena,,spotify:artist:5QCf4oRYqs4RTtfYa1lCvN,0,[],male,6,279,5
Jorge Navarro,Jorge Navarro,,spotify:artist:0AcplqB50fO2m9SiFNIsSg,25,[],male,20,194,7
Amor Elefante,Amor Elefante,,spotify:artist:5DboBy35CJ1kezDm1ebqbC,20,['Alternative'],NA,6,195,5
Manuel Gomez Carrillo,Manuel Gomez Carrillo,,spotify:artist:7IloQOZyD1o3maZVuraAuH,0,[],male,26,131,1
Juan José Castro,Juan José Castro,,spotify:artist:4KCKdpRgRq7yB8xY8TqJQf,1,['Clasico'],male,26,304,1
Alberto Williams,Alberto Williams,,spotify:artist:11kKasV6eRUQnuIouit02q,4,[],male,26,91,1
Carlos López Buchardo,Carlos López Buchardo,,spotify:artist:6zUBSpxpy1cnD780uW7eTL,1,['Clasico'],male,26,131,1
Julián Aguirre,Julián Aguirre,,spotify:artist:3X6vHZOesj37sEvr6BpIQl,5,[],male,13,131,10
Juan Cruz De Urquiza,Juan Cruz De Urquiza,,spotify:artist:0nRwYzrk9wrf5ZIsvPuxwl,7,['Jazz'],male,18,112,2
Julian Vat,Julian Vat,,spotify:artist:4M4t83Uxn91yBiGixmBPBK,1,[],male,4,281,6
Julia Morgado,Julia Morgado,,spotify:artist:5hwPkYXCRSJkuh97oenEU4,2,[],female,4,196,6
CLAUDIO MORGADO,CLAUDIO MORGADO,,spotify:artist:0w5aTgdGsNbaodNAg1kXpK,0,[],male,4,196,6
Oscar Aleman & Su Quinteto De Swing,Oscar Aleman & Su Quinteto De Swing,,spotify:artist:1U3c7Izz1GAbMooNi9FV0o,0,[],male,6,19,5
Oscar Aleman Y Su Conjunto De Jazz,Oscar Aleman Y Su Conjunto De Jazz,,spotify:artist:47PxlD6DGRFjHKrERgTiAc,0,[],male,6,19,5
Demoliendo Tangos,Demoliendo Tangos,,spotify:artist:3IzqOwnHfqRre1A7QVueAs,0,[],NA,3,132,5
Mariana Kesselman,Mariana Kesselman,,spotify:artist:13VXnxsHnlBRSFtBVb8Ziw,0,[],female,3,132,5
Sergio Villar,Sergio Villar,,spotify:artist:2SXScHCHeC3dciUTXDJ9xT,1,[],male,2,78,6
Mariano Castro,Mariano Castro,,spotify:artist:0zukmet3OBb7KkvJbT9yOi,10,"['Pop', 'Rock', 'Reggae']",NA,2,28,13
Pety,Pety,,spotify:artist:1KIAFzs3T8c4RanxT9GjZL,20,[],male,2,28,13
Guillermo Bonetto,Guillermo Bonetto,,spotify:artist:1rijasyRtILod4s1wmI78L,27,"['Pop', 'Rock', 'Reggae']",male,2,28,13
La Viajerita,La Viajerita,,spotify:artist:2uCZ1HqK1cBvrv0oKrUSm2,1,[],NA,2,282,6
Lula Bertoldi,Lula Bertoldi,,spotify:artist:5WX7W5ESabcsJrPMHYkjNQ,22,"['Pop', 'Rock']",female,3,87,6
Egle Martin,Egle Martin,,spotify:artist:54N4iMgYNsDT04np5qQwlw,0,[],female,10,87,6
Sonia Alvarez,Sonia Alvarez,,spotify:artist:4qeHReaMMuXAfrv9rFAPsj,20,[],female,10,87,6
Patricia Da Dalt,Patricia Da Dalt,,spotify:artist:5i0PuTK0hlwf8ehyEENMFS,0,[],female,4,283,2
Lucio Mantel,Lucio Mantel,,spotify:artist:5kCJ9ht14oLO98WlBRfwyk,20,['Alternative'],male,5,40,13
Hernan Hecht,Hernan Hecht,,spotify:artist:7dl3J3Gs0ryFhyeRDypljB,13,[],male,18,271,2
Olga Joukova,Olga Joukova,,spotify:artist:3WxLEa1Ord5nJ0T5IY3oNQ,0,[],NA,15,5,1
Nelson Goerner,Nelson Goerner,,spotify:artist:5aQIVZsK11PazWGaq0Fzu6,14,[],male,15,5,1
Sergio Tiempo,Sergio Tiempo,,spotify:artist:7kIK193iuLPugEvQGoirww,21,[],male,15,203,1
Karin Lechner,Karin Lechner,,spotify:artist:5J4H8Y348MUCgJnk0tmceZ,22,[],female,15,203,1
Natalia Margulis,Natalia Margulis,,spotify:artist:6YVWWUfQ6fDkHI4cxX9bdQ,0,[],female,15,203,1
Anton Arensky,Anton Arensky,,spotify:artist:2DLKrW0pn180nOIjUWlTjm,33,['Clasico'],male,15,305,1
Paula Balassanian,Paula Balassanian,,spotify:artist:2u6dVxxtGjR4nbAO7YHl7J,0,[],female,1,39,6
Raúl Barboza,Raúl Barboza,,spotify:artist:3e3vO59T2UZID97fDNr00q,0,['Chamame'],male,1,204,11
Antonio Tarragó Ros,Antonio Tarragó Ros,,spotify:artist:65jGZiPXVWGDlLhnICMfvI,29,"['Chamame', 'Folklore']",NA,1,306,11
UN,UN,,spotify:artist:2xtD7gxqb7f5OkGXfXtlWK,3,[],NA,5,32,13
Carlos Cutaia,Carlos Cutaia,,spotify:artist:75eabwXeePVg6qHQe9G0KQ,11,"['Jazz', 'Rock']",male,5,32,13
Andres Chazarreta,Andres Chazarreta,,spotify:artist:1mXC0D1GSRrql8qGre7Ylb,2,[],male,13,133,10
Atahualpa Yupanqui,Atahualpa Yupanqui,,spotify:artist:6I2DJf8fZwixA0GTLAvR1b,42,"['Folklore', 'Rock']",male,13,292,10
Benicio Díaz,Benicio Díaz,,spotify:artist:15msrruAovf0B53MOjAzK0,0,[],male,13,133,10
Martin Bruhn,Martin Bruhn,,spotify:artist:7Dac3ptM3pvSiPzkRVJ548,9,[],male,13,133,10
Jorge Anders,Jorge Anders,,spotify:artist:0bpkpFRdNeOsNrZiw2icad,1,[],male,20,130,7
Javier Martinez Vallejos,Javier Martinez Vallejos,,spotify:artist:7A0Hqf5PHDLbxCDmYaz1xI,10,[],male,20,285,7
Héctor Varela,Héctor Varela,,spotify:artist:4rQT6OE5twoxtzH8mvVMBl,28,['Tango'],male,12,51,14
Fernando Soler,Fernando Soler,,spotify:artist:3gDOWj6jgaakYMnC0K20Rk,20,[],male,12,286,14
Emilia Siede,Emilia Siede,,spotify:artist:6RWlJiSPLshpRuQ6emBMpX,17,[],female,3,77,13
Brenda Martin,Brenda Martin,,spotify:artist:2btHrP9FC5pS6h5dsxQ1Fr,2,['Rock'],female,3,77,13
Antonio Birabent,Antonio Birabent,,spotify:artist:4RTZWynN9D2v9GHAvUQOWO,2,"['Pop', 'Rock']",male,1,49,13
Leo Dan,Leo Dan,,spotify:artist:6qhOH2mrlqUDod9sWA5kR2,67,"['Pop', 'Cumbia', 'Folklore', 'Rock']",male,1,205,6
Bahiano,Bahiano,,spotify:artist:3FXD2eQcHOiacO9qXENLUN,46,"['Rock', 'Reggae', 'Alternative']",male,1,15,6
Matias Romero,Matias Romero,,spotify:artist:0XzGdBJiEWFMx0a5GZbOsm,1,[],male,2,333,13
Walter Broide,Walter Broide,,spotify:artist:1W8WySv9f5JKQhGO7XPIWp,2,[],male,2,88,13
Cobra Rod,Cobra Rod,,spotify:artist:0hMoBHpcXtaYkzIVtdbSg5,3,[],NA,2,88,13
Angel Calvo,Angel Calvo,,spotify:artist:1Pn9HEsHECjIIXi3lA5v8T,0,[],NA,2,88,13
Benito Cerati,Benito Cerati,,spotify:artist:13QnAhCICgwMtr6HPWoRbH,21,"['Pop', 'Electronica', 'Rock']",male,5,20,13
La Renga,La Renga,,spotify:artist:30fEdZPXgWfC4sNttcyB3C,61,"['Rock', 'Alternative']",NA,1,21,6
Alejandro Medina,Alejandro Medina,,spotify:artist:2MvoqSSTigBbfXWoSHGtgj,13,['Rock'],male,1,21,6
Almafuerte,Almafuerte,,spotify:artist:6qYd7xlmeeeDkPfx6mZ9PV,49,"['Rock', 'Metal', 'Alternative']",NA,1,21,6
Omar Mollo,Omar Mollo,,spotify:artist:3gvvM06RykBuIcFpWljUhD,26,"['Tango', 'Folklore', 'Rock']",male,1,21,6
Adrián Otero,Adrián Otero,,spotify:artist:0RZvJL3AicNni7cisqcIxC,24,['Rock'],male,1,21,6
La Mississippi,La Mississippi,,spotify:artist:2haNFSI2XvHycF4x0nhp2w,40,"['Rock', 'Metal', 'Alternative']",NA,1,64,13
Viejas Locas,Viejas Locas,,spotify:artist:7wTu5u7W3kc9Id5JAvSAFV,57,"['Rock', 'Alternative']",NA,1,21,6
Divididos,Divididos,,spotify:artist:6ZIgPKHzpcswB8zh7sRIhx,58,"['Rock', 'Alternative']",NA,5,128,13
Ricardo Iorio,Ricardo Iorio,,spotify:artist:0HNFg6mSgz7WLcN74CI3oT,38,"['Rock', 'Metal']",male,1,21,6
Vitico,Vitico,,spotify:artist:14erJRCwjfKO2FeyOGaUEQ,6,"['Rock', 'Metal']",male,1,307,6
Juan Haymes,Juan Haymes,,spotify:artist:1uNPpjJfJCrCY99aozbMBR,4,[],male,1,307,6
Moris,Moris,,spotify:artist:1QXuO8QIYgJMYyO0bFsdXi,21,['Rock'],male,1,49,13
Sr. Flavio,Sr. Flavio,,spotify:artist:2XTAHDg8VYD5yxwOpvaS5p,15,"['Rock', 'Metal', 'Reggae']",male,1,21,6
Mex Urtizberea,Mex Urtizberea,,spotify:artist:2iPrKTKzQOV6F6PZOS8lMI,23,[],NA,2,308,13
Alfredo Casero,Alfredo Casero,,spotify:artist:26Omu9H1XR7cBoEYrMD9gF,26,['Rock'],male,2,308,13
Fede Vigevani,Fede Vigevani,,spotify:artist:3CuloJ8QY3IiCwna8Q6SOr,38,['Pop'],male,1,15,6
Dios Loko,Dios Loko,,spotify:artist:35JvXrBTEt6f9h0lFvNsw7,0,[],NA,1,287,6
The Sacados,The Sacados,,spotify:artist:2EHTJRsQ8QNtw4sMrSYMKO,10,[],NA,1,25,5
Alejandro Terán,Alejandro Terán,,spotify:artist:6mDcxeuact0GzApRDotQlK,4,[],male,5,309,13
Miguel Angel Tallarita,Miguel Angel Tallarita,,spotify:artist:2QE5d0FMSgNAxn7iNQHdXc,0,[],male,5,288,13
Paz Martínez,Paz Martínez,,spotify:artist:4b02cKcLB7pHqXYfeGR9iK,33,"['Pop', 'Rock']",male,12,174,5
Daniel Castro,Daniel Castro,,spotify:artist:58WcPGsEIdjXByfgWhf88i,7,[],male,12,59,5
Mauricio Marcelli,Mauricio Marcelli,,spotify:artist:13xPFTo0v121TMohHUHCVo,1,[],male,12,290,1
Jorge Labanca,Jorge Labanca,,spotify:artist:3MU9vrL9u0e1b77kGuL1WP,0,[],male,12,179,5
Lucio Demare,Lucio Demare,,spotify:artist:3E2zkgPu6SUNZb35jvmzdt,25,['Tango'],male,9,206,1
fede herrera,fede herrera,,spotify:artist:0QjKTF5Tgmx5mxlMSSHZJn,34,[],male,1,183,5
Los Charros,Los Charros,,spotify:artist:1poWksyUHxANlcdBLPhsV9,54,['Cumbia'],NA,1,81,5
JAF,JAF,,spotify:artist:3KsdiCqV04TOBhPWmk7u90,38,"['Rock', 'Metal']",male,3,56,2
Lucas González Yancamil,Lucas González Yancamil,,spotify:artist:4vdPEHdvAwyHPZwxBGhd2p,0,[],male,3,56,2
Diosque,Diosque,,spotify:artist:3Ib6KIEhkT9Funk4mqF4Lh,28,['Alternative'],male,7,207,13
DEFENSA,DEFENSA,,spotify:artist:6FkVttiTT84WehLzoTrMEy,13,['R&B'],NA,7,100,13
Esteban Falabella,Esteban Falabella,,spotify:artist:2AigB0pQvp9Ca2qWdw0rwQ,4,[],male,15,31,7
José Luis Colzani,José Luis Colzani,,spotify:artist:0uMx26uDyO3rnc0TO4y3Fe,0,[],male,15,31,7
Carlos María Solare,Carlos María Solare,,spotify:artist:4zBxENnepGD3YlC2KMjUBT,0,[],male,13,62,10
Mario Raskin,Mario Raskin,,spotify:artist:6dWIz2QGDso2RYWeDlEhqo,9,[],male,13,62,10
Barbara Kusa,Barbara Kusa,,spotify:artist:74ScpuNCRkEfKPjB5LVuNv,4,[],female,13,208,10
María Isabel Siewers,María Isabel Siewers,,spotify:artist:21vXRfMudUeth9OiAsU4uT,7,[],female,13,310,10
Désirée Halac,Désirée Halac,,spotify:artist:0nJko0Ooq3YzkBxiqma7MH,2,[],female,13,62,10
Mario Clavell,Mario Clavell,,spotify:artist:29PGZbh1KgaoqukrkJuv3C,8,[],male,20,7,7
Fernando De Madariaga,Fernando De Madariaga,,spotify:artist:17vmK9m31u5yEUWYrGB4vp,29,['Pop'],male,20,7,7
Carlos Rossi,Carlos Rossi,,spotify:artist:76MDm3GNyh5dkXVfr57Sn9,3,[],male,20,7,7
Beatríz Suarez Paz,Beatríz Suarez Paz,,spotify:artist:1uw59duZ7uzlY3UMTo85LQ,0,[],female,20,7,7
Hector Pilatti,Hector Pilatti,,spotify:artist:7bLagKvKKDlBJ2dZ4F3xCD,0,[],male,10,186,7
Luciana Corral,Luciana Corral,,spotify:artist:74pF9HHVF6kl1u7WRvGjHy,0,[],female,20,7,7
Donna Caroll,Donna Caroll,,spotify:artist:3yY1oX84dJUlw19LK5wb4v,0,[],female,20,7,7
Cecilia Suarez Paz,Cecilia Suarez Paz,,spotify:artist:6YedKIYkVZIUyxwpOVSwjv,0,[],female,20,7,7
Patricia Barone,Patricia Barone,,spotify:artist:7pmVXdhcBTzX2tVO3XX9zl,1,['Tango'],female,20,7,7
Galo García,Galo García,,spotify:artist:0eBDc5CnRCdFJs44bPShKo,2,['Tango'],male,20,7,7
Héctor Negro,Héctor Negro,,spotify:artist:3zytcOqfLcd3ClHhrjrxNU,0,[],male,20,7,7
Hamlet Lima Quintana,Hamlet Lima Quintana,,spotify:artist:3qcR9RLfUjeLiheHmuueul,4,[],male,20,7,7
Gloria Diaz,Gloria Diaz,,spotify:artist:11vplVii8pmiT1qblHJPuW,6,[],female,9,84,1
Carlos Garcia,Carlos Garcia,,spotify:artist:685XBGoHznr4Ps7cxCSzLZ,22,[],male,9,138,1
Osvaldo Ribo,Osvaldo Ribo,,spotify:artist:2s9fNWJav83LAaZ2PijOrq,0,[],male,9,84,1
Miguel Montero,Miguel Montero,,spotify:artist:4GrcYV9Tyformhut7lR9HV,20,['Tango'],male,9,66,9
Teofilo Ibañez,Teofilo Ibañez,,spotify:artist:1zRBPElCEJ6YuN9WU7qurw,6,['Tango'],male,9,89,12
Alberto Amor,Alberto Amor,,spotify:artist:7n6gCMGwtfeWM8yTPaoiYO,12,['Tango'],male,11,14,12
Hugo Duval,Hugo Duval,,spotify:artist:1rhYmCGduPN1nPRGNU5uRF,1,[],male,11,14,12
Carlos Heredia,Carlos Heredia,,spotify:artist:1rjFvWedn6rcTgfcyJlE6P,7,[],male,8,14,12
Jorge Ortiz,Jorge Ortiz,,spotify:artist:0u8FXqe4959sjoLUgQeKJB,17,['Tango'],male,11,14,12
Alberto Lago,Alberto Lago,,spotify:artist:5q6nBSIZWzrhkan1slsBC0,4,[],male,11,14,12
Carlos Acuña,Carlos Acuña,,spotify:artist:6hC3tI1R7sHgplEYPviFZY,13,['Tango'],male,11,50,12
Carlos Almagro,Carlos Almagro,,spotify:artist:4NnBoZbhKs4iIpTRDZcAhc,2,[],NA,11,14,12
Reinaldo Yiso,Reinaldo Yiso,,spotify:artist:1xsdGbdYjjMQiSvDJ8eaaf,2,['Tango'],male,11,14,12
Héctor Stamponi,Héctor Stamponi,,spotify:artist:1gxirTv781flbkCMLUaJFs,7,['Tango'],male,11,138,5
Oscar Rubens,Oscar Rubens,,spotify:artist:1XCtwjcKMRXzj0F7IThPdg,2,['Tango'],male,11,138,12
Enrique Delfino,Enrique Delfino,,spotify:artist:6iQFyVAbbLjzs21v0uVO16,2,['Tango'],male,13,10,1
Carlos Bahr,Carlos Bahr,,spotify:artist:2pGImFq0uh2YcopAyIcAlM,2,['Tango'],male,11,14,12
Enrique Munne,Enrique Munne,,spotify:artist:6Vnefgbss04uxwyMyb8oYj,10,[],male,6,260,5
José María Suñé,José María Suñé,,spotify:artist:2IlZH76IZwmQdW6DkX0vns,0,[],male,11,14,12
Andres Falgas,Andres Falgas,,spotify:artist:0xq84BBDX8aOGXSu4rOSaf,12,['Tango'],male,11,14,12
Mario Pomar,Mario Pomar,,spotify:artist:1DrhDSTotX0eZ8JBb2zG1W,5,['Tango'],male,8,50,8
Alberto Podestá,Alberto Podestá,,spotify:artist:6NaKJLakKOpxelAHi5MIaz,31,['Tango'],male,8,90,8
Argentino Ledesma,Argentino Ledesma,,spotify:artist:1mhrMqIzessJ8r38RW873s,23,['Tango'],male,12,51,14
Roberto Florio,Roberto Florio,,spotify:artist:4MTTjcx5TlMpHYrM8gDk36,11,['Tango'],male,14,6,8
Fernando Diaz,Fernando Diaz,,spotify:artist:75oSRxVbikihXrNZHlAGAU,14,[],male,19,50,12
Ernesto Fama,Ernesto Fama,,spotify:artist:0nRShN4m4GvQv1O4igorb6,16,['Tango'],male,-1,34,14
Rodolfo Galé,Rodolfo Galé,,spotify:artist:2UpfX8nTk3srz60LrxjeXb,0,['Tango'],male,8,50,8
Horacio Cásares,Horacio Cásares,,spotify:artist:4vlLWlxC3Fc8I9JWrIuxeW,6,[],male,8,50,8
Juan Carlos Thorry,Juan Carlos Thorry,,spotify:artist:38yvzctumhO73RIf3cQ0oY,0,[],male,8,34,8
Roberto Ray,Roberto Ray,,spotify:artist:3BABTpsASueNEO8nCQc1sp,10,['Tango'],male,8,34,8
Armando Garrido,Armando Garrido,,spotify:artist:1DzuknPhhooUFAKIj5oyHq,0,[],male,8,34,8
Héctor Pacheco,Héctor Pacheco,,spotify:artist:0aAH7Q5ZlBMpZ1RZUMic2Y,10,['Tango'],male,8,34,8
Hugo Marcel,Hugo Marcel,,spotify:artist:1ZxwKLkmX22OSt1KFvNWF4,1,[],male,11,200,12
Agustin Magaldi,Agustin Magaldi,,spotify:artist:2OvqTRWSLCJ9X0MwqvLBBB,21,['Tango'],male,8,311,8
Carlos Mayel,Carlos Mayel,,spotify:artist:3vTXdR6M5OESm3oKSZx7pI,0,[],male,8,34,8
Ricardo Ruiz,Ricardo Ruiz,,spotify:artist:2xLqH2wmZlXGsqOcAVloeJ,11,['Tango'],male,8,34,8
Jorge Maciel,Jorge Maciel,,spotify:artist:0aPjXjbggXuansgeLZH6K5,27,['Tango'],male,8,135,9
Alfredo Del Río,Alfredo Del Río,,spotify:artist:7r49fNVRRrHXEJfzPK1xgJ,3,['Tango'],male,8,135,9
Tito Landó,Tito Landó,,spotify:artist:0WEZ6QOB3jIUc17ACDmqmB,2,[],male,8,135,9
Carlos Almada,Carlos Almada,,spotify:artist:2yvuzzqD0ugP1ZFqfGF5rj,0,[],male,8,68,12
Luis Diaz,Luis Diaz,,spotify:artist:5UDg2LXGDTsV8ddrVkw5qu,0,[],male,9,312,14
Pedro Lauga,Pedro Lauga,,spotify:artist:3DQ79hsHjzjpohYHnt7AIh,0,[],male,9,35,14
Héctor Farrel,Héctor Farrel,,spotify:artist:38yPKJXSXIVpKwwh1xPBGk,6,[],male,9,35,14
Roberto Medina,Roberto Medina,,spotify:artist:6gMhhYILbtEIT25798f3DK,0,[],male,9,35,14
Orlando Verri,Orlando Verri,,spotify:artist:432Nwj27diskiROeSg5QNO,0,[],male,9,35,14
Roberto Quiroga,Roberto Quiroga,,spotify:artist:4oo5SrlsFK8afaUrBmgxrt,0,['Tango'],male,9,35,14
Agustín Volpe,Agustín Volpe,,spotify:artist:725Uto8WzPnI0EzXd3ygQy,0,[],NA,9,35,14
Felix Gutierrez,Felix Gutierrez,,spotify:artist:7kjVCqC1wv528djpFfTfUy,2,[],male,9,35,14
